"Index" "pairReturn"
"2017-06-02" -0.00451595067252576
"2017-06-05" 0.00176901588823198
"2017-06-06" -0.000484835011398063
"2017-06-07" 0.0100016936937558
"2017-06-08" 0.0120480418425186
"2017-06-09" 0.0219777335402286
"2017-06-12" 0.000853972159465196
"2017-06-13" 0.00398886977823572
"2017-06-14" -0.00087532006855194
"2017-06-15" -0.0053621966973372
"2017-06-16" -0.0033928340092892
"2017-06-19" 0.0180818217143195
"2017-06-20" -0.00704957351079429
"2017-06-21" -0.00587399391669637
"2017-06-22" -0.00298358435993346
"2017-06-23" -0.00254136248091045
"2017-06-26" 0.00477149278666775
"2017-06-27" 0.00767044031129094
"2017-06-28" 0.018439724096886
"2017-06-29" 0.0117326844529896
"2017-06-30" 0.00132879719469591
"2017-07-03" 0.0180448299375756
"2017-07-05" 0.00662229440304632
"2017-07-06" -0.00496147797392311
"2017-07-07" 0.00574732278708279
"2017-07-10" -0.00473147654175315
"2017-07-11" -0.00580059828092506
"2017-07-12" -0.000866773245904126
"2017-07-13" 0.00624316303448744
"2017-07-14" -0.00731259165444083
"2017-07-17" -0.00699145804738362
"2017-07-18" -0.0027799868178233
"2017-07-19" 0.00103805289655997
"2017-07-20" -0.000153713112651583
"2017-07-21" -0.00209805035532581
"2017-07-24" 0.00434660159761463
"2017-07-25" 0.0150284954126763
"2017-07-26" -0.00835464054115197
"2017-07-27" -0.00469864740023318
"2017-07-28" -0.00180417637816457
"2017-07-31" 0.00629129549091939
"2017-08-01" 0.0109709019585932
"2017-08-02" 0.00114268909418501
"2017-08-03" -0.00537625287865582
"2017-08-04" 0.0102618042971243
"2017-08-07" 0.00171065660696529
"2017-08-08" -0.00328040393203585
"2017-08-09" -0.000974002036078244
"2017-08-10" -0.0156852692815828
"2017-08-11" -0.00666837123875203
"2017-08-14" 0.0124900541480122
"2017-08-15" 0.00191080795779176
"2017-08-16" -0.00504816091914242
"2017-08-17" -0.0162127268287057
"2017-08-18" 0.000774506098143796
"2017-08-21" -0.00181451661252249
"2017-08-22" 0.0105313808407606
"2017-08-23" -0.000407198753520153
"2017-08-24" -0.00104740727284446
"2017-08-25" 0.00361085394684011
"2017-08-28" -0.00432353951244638
"2017-08-29" -0.0046797103069637
"2017-08-30" 0.00292176577373939
"2017-08-31" -0.00260797997721148
"2017-09-01" 0.00687154103593627
"2017-09-05" -0.0230584465927179
"2017-09-06" 0.00528901643967455
"2017-09-07" -0.017449483698709
"2017-09-08" 0.00241518886719388
"2017-09-11" 0.016192259336625
"2017-09-12" 0.0120935497895476
"2017-09-13" 0.00238011585076683
"2017-09-14" -0.00198949618679108
"2017-09-15" 0.00545886166932121
"2017-09-18" 0.0131713594106072
"2017-09-19" 0.00956573687102643
"2017-09-20" 0.00656886261484076
"2017-09-21" 0.00360374639489039
"2017-09-22" -0.00169765295553649
"2017-09-25" -0.00468068784616136
"2017-09-26" -0.00263696545127366
"2017-09-27" 0.0141747756359034
"2017-09-28" 0.00185229097875695
"2017-09-29" 0.00289252203547879
"2017-10-02" 0.0113685394431673
"2017-10-03" 0.00439926646837599
"2017-10-04" -0.00749364519239446
"2017-10-05" 0.0119692724884863
"2017-10-06" -0.000352300318246019
"2017-10-09" -0.0045485350151975
"2017-10-10" 0.00605382569985517
"2017-10-11" -0.00245260270662108
"2017-10-12" -0.00819904227831581
"2017-10-13" -0.000499852221778381
"2017-10-16" 0.0136742103593063
"2017-10-17" -0.00357198433252331
"2017-10-18" 0.00455209655438308
"2017-10-19" 0.000998926015358118
"2017-10-20" 0.0130609620118265
"2017-10-23" -0.00124712341536107
"2017-10-24" 0.0116949110593888
"2017-10-25" -0.00232291604335289
"2017-10-26" 0.00642244079726899
"2017-10-27" -0.00018917560008614
"2017-10-30" -0.00379989234213648
"2017-10-31" -0.0054866109999507
"2017-11-01" 0.00236517851258588
"2017-11-02" 0.0078783801249598
"2017-11-03" -0.00281523611373706
"2017-11-06" -0.00393285766281895
"2017-11-07" -0.0173248999014066
"2017-11-08" -0.00842288105072353
"2017-11-09" -0.00158761526827692
"2017-11-10" -0.00204608609260671
"2017-11-13" 0.00267200952462677
"2017-11-14" -0.00351300537305488
"2017-11-15" 0.00644228173433444
"2017-11-16" 0.00175406864707784
"2017-11-17" -0.00237397730377874
"2017-11-20" 0.0069740340118029
"2017-11-21" 0.000889191229476642
"2017-11-22" -0.00380918885351801
"2017-11-24" -0.00199390315023933
"2017-11-27" -0.00257234659766194
"2017-11-28" 0.0310828391138572
"2017-11-29" 0.0206675520967166
"2017-11-30" 0.00717261313126268
"2017-12-01" 0.00241190242286382
"2017-12-04" 0.0183620038393826
"2017-12-05" -0.00895789853028545
"2017-12-06" -0.00586852473409954
"2017-12-07" -0.000388540991472066
"2017-12-08" 0.0098537476720319
"2017-12-11" -0.0027482280868413
"2017-12-12" 0.0109684248012335
"2017-12-13" -0.0124829913257311
"2017-12-14" -0.00738771848846297
"2017-12-15" 0.0119899689497452
"2017-12-18" 0.00825365236699188
"2017-12-19" -0.00423619323793388
"2017-12-20" -0.00276784959043766
"2017-12-21" 0.0128427995524548
"2017-12-22" -0.00323706257833071
"2017-12-26" -0.00351527622529276
"2017-12-27" 0.00153034181136819
"2017-12-28" 0.00472477695289736
"2017-12-29" -0.00755634959628458
"2018-01-02" 0.00554741601611432
"2018-01-03" 0.00288529141193028
"2018-01-04" 0.0121475726622009
"2018-01-05" -0.00243047510617724
"2018-01-08" 0.00022373188251033
"2018-01-09" 0.00624241493147409
"2018-01-10" 0.00985446851571409
"2018-01-11" 0.00513106304428374
"2018-01-12" 0.0131463007994768
"2018-01-16" -0.00318705333057532
"2018-01-17" 0.00692004300715854
"2018-01-18" 0.000708786891181623
"2018-01-19" 0.0019900814103823
"2018-01-22" 0.0100795253428007
"2018-01-23" -0.00012139444655414
"2018-01-24" 0.0100380741223345
"2018-01-25" -0.000761451431408157
"2018-01-26" 0.00625554322605532
"2018-01-29" -0.00236093879545181
"2018-01-30" -0.0110018713957903
"2018-01-31" 0.00389094049835747
"2018-02-01" 0.00994436382376939
"2018-02-02" -0.0220826981785528
"2018-02-05" -0.0490473991753708
"2018-02-06" 0.025023189046302
"2018-02-07" 0.00408335211583852
"2018-02-08" -0.0441168064272794
"2018-02-09" 0.0196359721654066
"2018-02-12" 0.0148523022423786
"2018-02-13" 0.00534464387396976
"2018-02-14" 0.0234039400757203
"2018-02-15" 0.00476199760196801
"2018-02-16" -0.00471396291077012
"2018-02-20" -0.00115892575767186
"2018-02-21" 0.00301330905923273
"2018-02-22" -0.0044962771940126
"2018-02-23" 0.018120003662787
"2018-02-26" 0.0135055436417431
"2018-02-27" -0.010932411180735
"2018-02-28" -0.0151355336279412
"2018-03-01" -0.0176916656854503
"2018-03-02" 0.000330996523394636
"2018-03-05" 0.0148694341590515
"2018-03-06" 0.00209945532608544
"2018-03-07" -0.00298670764681652
"2018-03-08" 0.00121482952424068
"2018-03-09" 0.0270360024995464
"2018-03-12" -0.00327459453978323
"2018-03-13" -0.0116694711040672
"2018-03-14" -0.0112172734047089
"2018-03-15" 0.00170449237366125
"2018-03-16" 0.00140957340833545
"2018-03-19" -0.00765402703323805
"2018-03-20" 0.00151881628856762
"2018-03-21" 0.000410399100205298
"2018-03-22" -0.039911091328942
"2018-03-23" -0.0281414430623408
"2018-03-26" 0.0314837412242227
"2018-03-27" -0.0194417217504359
"2018-03-28" -0.000122080854949774
"2018-03-29" 0.0162118127523929
"2018-04-02" -0.0205451722858231
"2018-04-03" 0.0137233614423241
"2018-04-04" 0.0130451537798858
"2018-04-05" 0.0106591570198579
"2018-04-06" -0.0245126386934236
"2018-04-09" 0.00876176330771206
"2018-04-10" 0.017020067514484
"2018-04-11" -0.0142757101935901
"2018-04-12" 0.0210514955896422
"2018-04-13" -0.0208350251357671
"2018-04-16" 0.00189250882020201
"2018-04-17" 0
"2018-04-18" -0.00631052716027297
"2018-04-19" 0.0184701662336548
"2018-04-20" -0.000881347465729708
"2018-04-23" -0.00288780797502511
"2018-04-24" -0.0056034032118207
"2018-04-25" -0.00222962301516987
"2018-04-26" 0.000677031234053041
"2018-04-27" -0.00243342094256175
